Ind,Exercise,Difficulty_Level,Target_Muscle_Group,Prime_Mover_Muscle,Primary_Equipment ,Secondary_Items,Posture,Single_or_Double_Arm,Continuous_or_Alternating_Arms,Grip,Load_Position_Ending,Continuous_or_Alternating_Legs ,Foot_Elevation,Combination_Exercises,Body_Region,Force_Type,Laterality,Primary_Exercise_Classification
1896,Slider Single Arm Dumbbell Front Rack Ipsilateral Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
1897,Slider Single Arm Dumbbell Suitcase Contralateral Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
1898,Slider Single Arm Dumbbell Suitcase Ipsilateral Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
1899,Slider Single Arm Dumbbell Overhead Contralateral Reverse Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
1900,Slider Single Arm Dumbbell Overhead Ipsilateral Reverse Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
1901,Slider Double Dumbbell Front Rack Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,2,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
1902,Slider Double Dumbbell Suitcase Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,2,Standing,Double Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
1903,Slider Double Dumbbell Overhead Reverse Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Sliders,2,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
1904,Double Dumbbell Hammer Curl,Beginner,Biceps,Biceps Brachii,Dumbbell,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
1905,Alternating Double Dumbbell Bench Press,Beginner,Chest,Pectoralis Major,Dumbbell,1,Supine,Double Arm,Alternating,Pronated,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
1906,Slider Single Arm Clubbell Order Contralateral Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
1907,Slider Single Arm Clubbell Order Ipsilateral Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
1908,Slider Double Clubbell Order Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,2,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
1909,Slider Clubbell Order Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
1910,Slider Macebell Order Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
1911,Slider Single Arm Macebell Order Contralateral Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
1912,Slider Single Arm Macebell Order Ipsilateral Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
1913,Slider Landmine Goblet Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Double Arm,Continuous,Goblet,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
1914,Slider Landmine Shoulder Contralateral Reverse Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Shoulder,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
1915,Slider Single Arm Landmine Front Rack Contralateral Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
1916,Slider Single Arm Landmine Front Rack Ipsilateral Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
1917,Slider Single Arm Landmine Suitcase Contralateral Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
1918,Slider Single Arm Landmine Suitcase Ipsilateral Reverse Lunge,Novice,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
1919,Slider Single Arm Landmine Overhead Contralateral Reverse Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
1920,Slider Single Arm Landmine Overhead Ipsilateral Reverse Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Sliders,1,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
1921,Suspension Jump Squat,Intermediate,Quadriceps,Quadriceps Femoris,Suspension Trainer,0,Standing,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Lower Body,Push,Bilateral,Plyometric
1922,Alternating Double Dumbbell Incline Bench Press,Beginner,Chest,Pectoralis Major,Dumbbell,1,Seated,Double Arm,Alternating,Pronated,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
1923,Alternating Double Dumbbell Decline Bench Press,Beginner,Chest,Pectoralis Major,Dumbbell,1,Supine,Double Arm,Alternating,Pronated,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
1924,Miniband Glute Bridge,Beginner,Glutes,Gluteus Maximus,Miniband,0,Bridge,No Arms,Continuous,No Grip,No Load,Continuous,No Elevation,Single Exercise,Lower Body,Unsorted*,Bilateral,Bodybuilding
1925,Alternating Double Dumbbell Top Down Bench Press,Beginner,Chest,Pectoralis Major,Dumbbell,1,Supine,Double Arm,Alternating,Pronated,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
1926,Alternating Double Dumbbell Top Down Incline Bench Press,Beginner,Chest,Pectoralis Major,Dumbbell,1,Seated,Double Arm,Alternating,Pronated,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
1927,Alternating Double Dumbbell Top Down Decline Bench Press,Beginner,Chest,Pectoralis Major,Dumbbell,1,Supine,Double Arm,Alternating,Pronated,Above Chest,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
1928,Bar Dead Hang,Beginner,Back,Latissimus Dorsi,Pull Up Bar,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Other,Bilateral,Unsorted*
1929,Trap Bar Deadlift,Novice,Back,Latissimus Dorsi,Trap Bar,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Full Body,Pull,Bilateral,Bodybuilding
1930,Trap Bar Staggered Stance Deadlift,Novice,Back,Latissimus Dorsi,Trap Bar,0,Staggered Stance,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Full Body,Pull,Unilateral,Bodybuilding
1931,Resistance Band Alternating Bicep Curl,Beginner,Biceps,Biceps Brachii,Resistance Band,0,Standing,Double Arm,Alternating,Supinated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
1932,Landmine Goblet Alternating Curtsy Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Landmine,0,Standing,Double Arm,Continuous,Goblet,Front Rack,Alternating,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
1933,Landmine Goblet Curtsy Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Landmine,0,Standing,Double Arm,Continuous,Goblet,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
1934,Barbell Overhead Alternating Curtsy Lunge,Advanced,Quadriceps,Quadriceps Femoris,Barbell,0,Standing,Double Arm,Continuous,Pronated,Overhead,Alternating,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
1935,Barbell Back Rack Alternating Curtsy Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Barbell,0,Standing,Double Arm,Continuous,Pronated,Back Rack,Alternating,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
1936,Barbell Zercher Alternating Curtsy Lunge,Advanced,Quadriceps,Quadriceps Femoris,Barbell,0,Standing,Double Arm,Continuous,No Grip,Zercher,Alternating,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
1937,Trap Bar Suitcase Carry,Intermediate,Forearms,Brachioradialis,Trap Bar,0,Walking,Double Arm,Continuous,Neutral,Suitcase,Alternating,No Elevation,Single Exercise,Full Body,Other,Bilateral,Unsorted*
1938,Trap Bar Romanian Deadlift,Novice,Hamstrings,Biceps Femoris,Trap Bar,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Lower Body,Pull,Bilateral,Bodybuilding
1939,Resistance Band Bicep Curl,Beginner,Biceps,Biceps Brachii,Resistance Band,0,Standing,Double Arm,Continuous,Supinated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
1940,Resistance Band Chest Press,Beginner,Chest,Pectoralis Major,Resistance Band,0,Standing,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Unsorted*
1941,Resistance Band Alternating Chest Press,Beginner,Chest,Pectoralis Major,Resistance Band,0,Standing,Double Arm,Alternating,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Unsorted*
1942,Trap Bar Deficit Deadlift,Intermediate,Back,Latissimus Dorsi,Trap Bar,0,Standing,Double Arm,Continuous,Neutral,Suitcase,Continuous,Feet Elevated,Single Exercise,Full Body,Pull,Bilateral,Bodybuilding
1943,Trap Bar Bulgarian Split Squat,Intermediate,Quadriceps,Quadriceps Femoris,Trap Bar,1,Single Leg Supported,Double Arm,Continuous,Neutral,Suitcase,Continuous,Foot Elevated (Rear),Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
1944,Trap Bar Jump Squat,Advanced,Quadriceps,Quadriceps Femoris,Trap Bar,0,Standing,Double Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Lower Body,Push,Bilateral,Plyometric
1945,Resistance Band Chest Fly,Beginner,Chest,Pectoralis Major,Resistance Band,0,Standing,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Push,Bilateral,Bodybuilding
1946,Battle Rope Power Slam to Burpee,Intermediate,Chest,Pectoralis Major,Battle Ropes,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Combo Exercise,Full Body,Other,Bilateral,Plyometric
1947,Resistance Band Low Row,Beginner,Back,Latissimus Dorsi,Resistance Band,0,Standing,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
1948,Battle Rope Alternating Reverse Lunge Alternating Wave ,Intermediate,Quadriceps,Quadriceps Femoris,Battle Ropes,0,Standing,Double Arm,Alternating,Neutral,Other,Alternating,No Elevation,Single Exercise,Full Body,Other,Unilateral,Unsorted*
1949,Bodyweight Split Squat Isometric Hold,Novice,Quadriceps,Quadriceps Femoris,Bodyweight,0,Split Squat Isometric,No Arms,Continuous,No Grip,No Load,Continuous,No Elevation,Single Exercise,Lower Body,Other,Unilateral,Balance
1950,Bodyweight Split Squat,Beginner,Quadriceps,Quadriceps Femoris,Bodyweight,0,Split Squat,No Arms,Continuous,No Grip,No Load,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Unsorted*
1951,Barbell Frog Pump,Novice,Glutes,Gluteus Maximus,Barbell,0,Bridge,Double Arm,Continuous,Pronated,Hip Crease,Continuous,No Elevation,Single Exercise,Lower Body,Unsorted*,Bilateral,Bodybuilding
1952,Barbell Front Rack Calf Raise,Novice,Calves,Gastrocnemius,Barbell,0,Standing,Double Arm,Continuous,Pronated,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Bilateral,Bodybuilding
1953,Barbell Back Rack Calf Raise,Novice,Calves,Gastrocnemius,Barbell,0,Standing,Double Arm,Continuous,Pronated,Back Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Bilateral,Bodybuilding
1954,Trap Bar Calf Raise,Novice,Calves,Gastrocnemius,Trap Bar,0,Standing,Double Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Lower Body,Push,Bilateral,Bodybuilding
1955,Barbell Zercher Cyclist Squat,Advanced,Quadriceps,Quadriceps Femoris,Barbell,1,Standing,Double Arm,Continuous,No Grip,Zercher,Continuous,Heels Elevated,Single Exercise,Lower Body,Push,Bilateral,Bodybuilding
1956,Trap Bar Rack Pull,Novice,Back,Latissimus Dorsi,Trap Bar,0,Standing,Double Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Full Body,Pull,Bilateral,Bodybuilding
1957,Resistance Band Mid Row,Beginner,Back,Latissimus Dorsi,Resistance Band,0,Standing,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
1958,Resistance Band Face Pull,Beginner,Shoulders,Posterior Deltoids,Resistance Band,0,Standing,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
1959,Resistance Band Face Pull to Overhead Press,Beginner,Shoulders,Posterior Deltoids,Resistance Band,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Combo Exercise,Upper Body,Push & Pull,Bilateral,Bodybuilding
1960,Single Arm Resistance Band Low Row,Beginner,Back,Latissimus Dorsi,Resistance Band,0,Standing,Single Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
1961,Single Arm Resistance Band Mid Row,Beginner,Back,Latissimus Dorsi,Resistance Band,0,Standing,Single Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
1962,Single Arm Resistance Band Chest Press,Beginner,Chest,Pectoralis Major,Resistance Band,0,Standing,Single Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Push,Unilateral,Bodybuilding
1963,Resistance Band Reverse Grip Bicep Curl,Beginner,Forearms,Brachioradialis,Resistance Band,0,Standing,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
1964,Resistance Band Alternating Reverse Grip Bicep Curl,Beginner,Forearms,Brachioradialis,Resistance Band,0,Standing,Double Arm,Alternating,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
1965,Resistance Band Hammer Curl,Beginner,Biceps,Biceps Brachii,Resistance Band,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Bodybuilding
1966,Battle Rope Jumping Jack,Novice,Shoulders,Medial Deltoids,Battle Ropes,0,Standing,Double Arm,Continuous,Neutral,Lateral,Continuous,No Elevation,Single Exercise,Full Body,Other,Bilateral,Plyometric
1967,Battle Rope Jump Squat Power Slam,Intermediate,Quadriceps,Quadriceps Femoris,Battle Ropes,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Full Body,Other,Bilateral,Plyometric
1968,Battle Rope Alternating Side Slam,Novice,Abdominals,Obliques,Battle Ropes,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Midsection,Other,Bilateral,Unsorted*
1969,Battle Rope Jump Squat Alternating Wave,Intermediate,Quadriceps,Quadriceps Femoris,Battle Ropes,0,Standing,Double Arm,Alternating,Neutral,Other,Continuous,No Elevation,Single Exercise,Full Body,Other,Bilateral,Plyometric
1970,Battle Rope In and Out Jump Squat Power Slam,Intermediate,Quadriceps,Quadriceps Femoris,Battle Ropes,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Full Body,Other,Bilateral,Plyometric
1971,Battle Rope In and Out Jump Squat Alternating Wave,Intermediate,Quadriceps,Quadriceps Femoris,Battle Ropes,0,Standing,Double Arm,Alternating,Neutral,Other,Continuous,No Elevation,Single Exercise,Full Body,Other,Bilateral,Plyometric
1972,Bodyweight In and Out Jump Squat,Novice,Quadriceps,Quadriceps Femoris,Bodyweight,0,Standing,No Arms,Continuous,No Grip,No Load,Continuous,No Elevation,Single Exercise,Lower Body,Push,Bilateral,Plyometric
1973,Miniband Thigh In and Out Jump Squat,Novice,Abductors,Gluteus Medius,Miniband,0,Standing,No Arms,Continuous,No Grip,No Load,Continuous,No Elevation,Single Exercise,Lower Body,Push,Bilateral,Plyometric
1974,Miniband Ankle In and Out Jump Squat,Intermediate,Abductors,Gluteus Medius,Miniband,0,Standing,No Arms,Continuous,No Grip,No Load,Continuous,No Elevation,Single Exercise,Lower Body,Push,Bilateral,Plyometric
1975,Resistance Band Alternating Hammer Curl,Beginner,Biceps,Biceps Brachii,Resistance Band,0,Standing,Double Arm,Alternating,Neutral,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
1976,Resistance Band Y Raise,Beginner,Shoulders,Posterior Deltoids,Resistance Band,0,Standing,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Unsorted*
1977,Battle Rope Split Squat Isometric Power Slam,Intermediate,Abdominals,Rectus Abdominis,Battle Ropes,0,Split Squat Isometric,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Full Body,Other,Unilateral,Balance
1978,Battle Rope Alternating Split Squat Jump Alternating Wave,Intermediate,Quadriceps,Quadriceps Femoris,Battle Ropes,0,Split Squat,Double Arm,Alternating,Neutral,Other,Alternating,No Elevation,Single Exercise,Full Body,Other,Unilateral,Plyometric
1979,Battle Rope Alternating Split Squat Jump Power Slam,Intermediate,Quadriceps,Quadriceps Femoris,Battle Ropes,0,Split Squat,Double Arm,Continuous,Neutral,Other,Alternating,No Elevation,Single Exercise,Full Body,Other,Unilateral,Plyometric
1980,Single Arm Kettlebell Front Rack Contralateral Cossack Squat,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
1981,Resistance Band Cuban Press,Beginner,Shoulders,Posterior Deltoids,Resistance Band,0,Standing,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Push & Pull,Bilateral,Unsorted*
1982,Single Arm Kettlebell Overhead Contralateral Cossack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
1983,Resistance Band Tall Kneeling Cuban Press,Beginner,Shoulders,Posterior Deltoids,Resistance Band,0,Tall Kneeling,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Upper Body,Push & Pull,Bilateral,Unsorted*
